256
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-14614.7	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-13640.4	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-12666.1	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-11691.7	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-10717.4	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-9743.12	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-8768.81	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-7794.49	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-6820.18	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-5845.87	-0	0	0	0	
-0	-4871.56	-0	0	0	0	
