0	1 	-1	0.1
1	1 	-1	0.1
2	1 	-1	0.1
3	1 	-1	0.1
4	1 	-1	0.1
5	1 	-1	0.1
6	1 	-1	0.1
7	1 	-1	0.1
8	1 	-1	0.1
9	1 	-1	0.1
10	1 	-1	0.1
66	1 	-1	0.1
67	1 	-1	0.1
68	1 	-1	0.1
69	1 	-1	0.1
70	1 	-1	0.1
71	1 	-1	0.1
72	1 	-1	0.1
73	1 	-1	0.1
74	1 	-1	0.1
75	1 	-1	0.1
76	1 	-1	0.1
132	1 	-1	0.1
133	1 	-1	0.1
134	1 	-1	0.1
135	1 	-1	0.1
136	1 	-1	0.1
137	1 	-1	0.1
138	1 	-1	0.1
139	1 	-1	0.1
140	1 	-1	0.1
141	1 	-1	0.1
142	1 	-1	0.1
198	1 	-1	0.1
199	1 	-1	0.1
200	1 	-1	0.1
201	1 	-1	0.1
202	1 	-1	0.1
203	1 	-1	0.1
204	1 	-1	0.1
205	1 	-1	0.1
206	1 	-1	0.1
207	1 	-1	0.1
208	1 	-1	0.1
264	1 	-1	0.1
265	1 	-1	0.1
266	1 	-1	0.1
267	1 	-1	0.1
268	1 	-1	0.1
269	1 	-1	0.1
270	1 	-1	0.1
271	1 	-1	0.1
272	1 	-1	0.1
273	1 	-1	0.1
274	1 	-1	0.1
