15392   6771
0.5	0
4	0
4	2.5
0	2.5
0	0.5
0	0
1.5	0
0	1.5
1.51964668012828	0
1.53991094498278	0
1.56081220947603	0
1.58237049687716	0
1.60460646565535	0
1.62754141143033	0
1.65119731165909	0
1.67559682893556	0
1.70076333681536	0
1.72672094448953	0
1.7534945232858	0
1.78110971988654	0
1.80959298966555	0
1.8389716326613	0
1.86927376714314	0
1.90052845709042	0
1.93276561064625	0
1.96601613517382	0
2.00031188963265	0
2.03568571047159	0
2.0721714921933	0
2.10980420066946	0
2.14861988151583	0
2.18865571817914	0
2.22995006335418	0
2.27254249409271	0
2.31647379861586	0
2.36178606514901	0
2.40852271222778	0
2.45672851136152	0
2.5064496472184	0
2.55773374840476	0
2.61062995564795	0
2.66518892937211	0
2.72146295502919	0
2.77950593155702	0
2.8393734891675	0
2.90112294459053	0
2.96481345795179	0
3.03050609770555	0
3.09826374659728	0
3.16815132368772	0
3.24023581344456	0
3.31458623934325	0
3.39127387424118	0
3.47037214220327	0
3.55195683311637	0
3.63610612838989	0
3.72290061282811	0
3.81242347956798	0
3.90476044341902	0
4	0.096153846153768
4	0.19230769230753
4	0.288461538461309
4	0.384615384614928
4	0.480769230768493
4	0.576923076922059
4	0.673076923075624
4	0.769230769229189
4	0.865384615382755
4	0.96153846153632
4	1.05769230769012
4	1.15384615384411
4	1.2499999999981
4	1.34615384615209
4	1.44230769230609
4	1.53846153846008
4	1.63461538461407
4	1.73076923076806
4	1.82692307692205
4	1.92307692307605
4	2.01923076923004
4	2.11538461538403
4	2.21153846153802
4	2.30769230769202
4	2.40384615384601
3.89999999999958	2.5
3.79999999999917	2.5
3.69999999999875	2.5
3.59999999999833	2.5
3.499999999998	2.5
3.39999999999861	2.5
3.29999999999931	2.5
3.2	2.5
3.10000000000069	2.5
3.00000000000139	2.5
2.90000000000208	2.5
2.80000000000277	2.5
2.70000000000347	2.5
2.60000000000416	2.5
2.50000000000485	2.5
2.40000000000555	2.5
2.30000000000624	2.5
2.20000000000693	2.5
2.10000000000763	2.5
2.00000000000824	2.5
1.90000000000791	2.5
1.80000000000749	2.5
1.70000000000707	2.5
1.60000000000666	2.5
1.50000000000624	2.5
1.40000000000583	2.5
1.30000000000541	2.5
1.20000000000499	2.5
1.10000000000458	2.5
1.00000000000416	2.5
0.900000000003745	2.5
0.800000000003329	2.5
0.700000000002913	2.5
0.600000000002496	2.5
0.500000000002081	2.5
0.400000000001664	2.5
0.300000000001249	2.5
0.200000000000832	2.5
0.100000000000416	2.5
0	2.41181949292021
0	2.32985958296697
0	2.25368150753219
0	2.18287737103336
0	2.11706807867457
0	2.05590125149122
0	1.99904941295739
0	1.9462081580228
0	1.89709455595803
0	1.85144564387017
0	1.80901699821712
0	1.76958146492636
0	1.73292788707207
0	1.69886001538962
0	1.66719544615097
0	1.63776463377284
0	1.61041000099134
0	1.58498508310738
0	1.5613537552134
0	1.53938948376379
0	1.51897466415424
0	1.48000000000011
0	1.46000000000022
0	1.44000000000033
0	1.42000000000044
0	1.40000000000056
0	1.38000000000067
0	1.36000000000078
0	1.34000000000089
0	1.320000000001
0	1.30000000000111
0	1.28000000000122
0	1.26000000000133
0	1.24000000000144
0	1.22000000000155
0	1.20000000000167
0	1.18000000000178
0	1.16000000000189
0	1.140000000002
0	1.12000000000211
0	1.10000000000222
0	1.08000000000233
0	1.06000000000244
0	1.04000000000255
0	1.02000000000266
0	1.00000000000275
0	0.980000000002664
0	0.960000000002553
0	0.940000000002441
0	0.920000000002331
0	0.90000000000222
0	0.880000000002109
0	0.860000000001998
